Total solar irradiance (W/m2),Air temperature  (°C) ,Relative humidity (%),Power (MW)
279.55,18.48873193,75.26332209,4.54
273.68,19.93957379,84.18144601,4.14
290.06,18.79252669,77.13777187,4.03
310.99,20.57328319,76.86712443,4.94
323.3,19.27528365,84.75900955,4.46
308.56,17.99214143,74.87496564,4.16
285.86,20.19759084,79.60541824,3.45
229.29,16.82178917,73.33387207,3.67
173.54,18.56591863,88.3544263,2.89
148.06,19.21920306,72.11667788,2.71
105.2,18.54886847,76.09825214,2.66
79.02,15.88772662,82.72565932,2.95
63.25,19.86498,87.75911412,2.66
57.29,19.60723875,87.23817145,2.47
46.79,19.41565356,84.5337124,1.89
42.5,19.11538482,84.98302674,1.49
36.35,15.19847642,88.59559285,1.15
23.19,15.79174191,82.91096635,0.53
18.98,17.35588939,72.94138039,0.23
13.88,18.49348472,73.94311082,0.11
0.0,15.62002161,76.52892271,0.0
0.0,15.65458337,82.68493809,0.0
0.0,16.08999356,77.34210432,0.0
0.0,15.09163166,71.47396038,0.0
0.0,18.19677421,82.02474611,0.0
0.0,16.43346393,88.58223855,0.0
9.78,12.99581619,100.0,0.11
9.55,11.75880429,100.0,0.31
21.24,13.68040089,96.13261134,0.59
31.17,11.83596207,100.0,0.9
51.12,11.67954612,100.0,1.53
81.25,13.98126506,100.0,2.13
106.28,12.55633975,96.89058894,2.83
122.1,13.64048846,100.0,3.03
171.8,14.27746176,90.78135272,3.35
182.86,16.42233024,100.0,3.96
192.16,16.2000274,100.0,4.09
218.73,16.37316345,96.54730759,5.15
187.38,17.32342348,95.06728985,5.51
224.51,16.51517526,98.69660652,5.0
231.19,16.17286867,91.49130828,5.36
204.94,18.62189025,91.11526547,6.82
228.29,17.0018662,84.34806897,6.72
192.96,16.76757539,84.52008347,6.93
224.48,20.13009316,92.43875459,6.28
228.39,16.91884435,100.0,6.86
195.81,20.19107334,90.15125747,7.41
217.41,17.00978445,100.0,7.02
199.0,19.94151569,91.70140196,6.54
218.62,16.84181251,95.11813689,6.21
226.8,15.8883723,98.1251776,7.3
222.72,17.75785332,100.0,6.88
206.62,19.34708668,92.55467661,6.06
201.67,17.40005739,92.39043566,5.64
202.87,15.45915884,93.31165337,5.74
152.22,16.52904555,100.0,4.48
122.04,18.7660186,100.0,3.4
91.73,16.59804893,100.0,2.81
77.56,18.92286847,100.0,2.34
55.51,18.49363596,99.59183431,2.05
53.22,15.21640829,100.0,1.63
43.99,15.44074699,100.0,1.15
36.37,17.33581611,95.30964908,0.9
25.64,16.78352578,100.0,0.91
19.42,14.8926851,95.11049357,0.67
15.8,16.72443312,94.25194999,0.6
10.98,15.59239691,100.0,0.31
0.0,16.02533569,92.6821125,0.13
0.0,15.7458017,95.90394216,0.06
0.0,16.75360518,95.1766181,0.0
0.0,14.63879848,100.0,0.0
0.0,16.65375007,100.0,0.0
0.0,15.35014326,100.0,0.0
0.0,14.28070006,100.0,0.0
0.0,2.998198416,72.9362473,0.0
10.56,3.060643946,77.93534018,0.09
21.55,2.922741643,69.00046606,0.2
37.44,3.004356646,71.81287153,0.45
57.02,3.172458893,74.05805455,1.02
92.15,2.699349556,63.23434121,1.52
117.63,3.34034152,74.9502714,2.22
150.39,3.33162044,74.21230387,3.19
181.79,3.526898241,67.97966454,2.89
240.23,3.996506211,66.60799474,3.24
270.03,3.55366932,56.5391713,4.04
245.62,3.77111975,55.74955596,3.38
274.65,4.785965267,58.26113732,3.88
295.98,4.325237103,61.60518783,4.75
318.66,4.888625598,52.71166504,5.75
383.45,5.849223629,51.26437651,5.13
354.86,5.571739295,50.69140458,4.93
445.44,6.182505637,50.57306672,5.24
436.51,6.775440305,46.66349592,5.95
501.63,6.572216719,46.76635412,5.19
497.3,6.659228799,44.00577076,6.31
498.1,7.81166674,45.02786801,5.5
580.08,7.717578364,51.03585633,5.2
581.56,6.975376611,42.08313254,5.98
544.69,7.756970678,43.38229804,5.84
563.87,9.025164463,43.8809978,4.88
480.27,8.651171681,42.85050652,4.81
534.7,8.609490932,42.69624859,3.94
537.83,9.305453623,39.95695347,3.81
540.8,8.52322646,41.01065659,3.45
514.72,9.018040874,39.34785077,3.38
489.0,8.701969618,33.99870359,2.35
531.27,9.078023181,38.93188519,2.01
498.19,8.092619615,38.16705805,1.28
441.91,7.389197679,34.39571536,1.09
428.76,9.053206066,36.40923429,1.04
348.8,7.569373041,31.08446657,1.02
321.55,8.512059937,31.39224927,0.63
323.49,7.387585627,32.72427777,0.57
211.81,7.585462895,29.50718157,0.42
165.39,7.628808882,27.18951362,0.2
116.36,7.572174456,30.70133254,0.08
84.0,7.356042281,29.8734705,0.05
39.79,6.897535075,33.44263712,0.0
0.0,5.701458126,36.67925154,0.0
0.0,5.075399193,35.89222029,0.0
0.0,5.179835811,40.70902812,0.0
0.0,4.798841822,40.67196005,0.0
23.07,-0.976057531,49.26850489,0.04
59.62,-0.922762159,42.54655554,0.11
97.59,-1.038433315,43.69351517,0.24
153.83,-0.846813434,48.80336011,0.3
216.5,-0.830397567,50.79812348,0.45
309.4,-0.623822302,44.39001859,1.19
392.12,-0.201226574,46.20466263,1.93
424.95,0.398797024,44.24718821,2.68
484.13,1.10947765,45.56440342,2.9
507.27,1.921511169,44.01645326,3.08
629.7,3.058151829,37.33345877,3.37
599.74,3.550143904,37.9925001,3.48
631.49,4.192769771,34.764826,3.81
742.53,5.719742903,29.53099461,4.0
724.66,6.102826676,28.4165207,3.65
717.28,6.075189982,31.00015637,4.04
718.43,6.571354123,27.97631209,4.95
917.13,8.461806384,29.57750654,5.44
820.03,9.021724239,29.04491086,5.17
936.95,7.566690352,25.99948378,5.5
938.47,7.867398208,23.41515611,5.29
908.39,8.990997979,25.662789,6.25
859.56,8.877902056,23.34305699,5.68
1006.78,10.02018331,24.71991732,5.96
884.28,10.75786502,21.14413789,7.24
1067.91,9.824623814,19.76690248,7.09
961.44,10.73965889,24.07055799,8.07
1026.26,9.744033559,23.165301,8.28
920.38,11.98913253,22.06342018,7.28
923.68,11.97639762,22.81685051,7.18
789.44,11.34936445,20.76176062,7.02
790.57,9.249819415,21.72537371,6.12
632.31,10.03278506,24.2868898,4.8
613.22,11.04627413,23.9204852,5.25
614.9,9.44276169,23.86426583,4.37
450.77,9.548214908,24.9781755,5.04
428.06,8.225363894,26.04153208,4.25
423.14,7.94314173,29.36640923,3.97
276.36,9.111982095,26.27061576,3.33
246.63,8.639100196,25.65357471,3.32
163.6,8.661602023,31.87759584,1.6
119.76,6.720818407,29.28998063,0.63
76.95,7.376045783,32.15950955,0.31
46.79,6.062243248,30.45903707,0.0
0.0,5.589986381,29.780945,0.0
0.0,5.356649437,35.19393944,0.0
0.0,5.148517423,33.12634556,0.0
0.0,4.708260083,40.76069128,0.0
19.6,-2.22812702,68.22291125,0.25
47.49,-2.03178862,59.77377656,0.65
77.04,-1.195976878,62.23471573,1.36
107.5,-0.618366068,63.77439135,2.22
158.75,-0.064295055,56.97889918,4.3
214.85,0.575449195,54.8095205,6.16
316.17,1.17372048,49.05451528,6.0
375.76,1.802535556,55.08387639,7.11
423.1,2.884596934,47.67378775,8.24
484.61,4.197288889,43.07318045,8.98
486.88,4.955275948,38.22046899,9.61
531.98,5.88754195,40.99096063,9.92
580.45,6.777150302,38.40735476,10.56
602.95,7.632031165,33.89348394,11.59
513.91,8.568961151,34.53098871,15.68
651.33,9.099871648,32.92921967,15.83
556.07,9.794200091,27.67461791,17.85
648.78,9.939775023,28.17439525,18.2
640.27,10.32177555,32.10390621,18.42
708.86,11.20585377,29.5573367,18.74
617.03,10.42794408,26.60914782,17.84
620.87,12.36977686,26.91006936,20.48
789.05,12.12175152,26.79236429,16.64
746.8,11.31104902,26.81322141,18.15
761.37,11.45887369,27.96462737,19.02
685.16,12.68026855,28.24143921,19.93
732.72,12.60520636,27.49475671,16.99
786.7,11.70498974,28.7168726,16.89
684.31,13.54178245,25.39793885,19.07
570.22,12.55299984,26.62445687,18.17
570.6,14.27048248,28.36277451,15.63
522.69,13.36221391,29.31197205,13.48
454.58,11.5687289,28.4853916,15.37
432.82,12.22603159,34.43143824,13.86
444.18,10.94004167,32.85555327,13.76
413.39,10.56796445,35.19942387,9.82
310.83,13.04021677,36.107656,8.76
299.91,10.59240122,35.43902973,8.31
239.09,12.21120794,40.43443853,6.88
186.04,11.88731092,41.58127159,5.65
138.08,9.61231742,43.43268679,2.71
101.61,10.26484295,45.25996361,1.11
60.82,8.745325418,43.47732569,0.59
38.65,8.790131536,52.42803581,0.0
0.0,7.795375108,43.76303522,0.0
0.0,8.598331426,54.06675806,0.0
0.0,7.292375232,47.06061177,0.0
0.0,5.708329961,48.2184508,0.0
22.68,-0.313354214,60.02728938,0.3
55.87,0.116262001,64.72995081,0.88
79.97,0.512698083,67.93791681,1.8
131.56,1.148520462,58.11804399,3.71
192.04,1.636966696,62.79203419,4.82
248.49,2.181096067,53.17329936,5.87
352.47,2.972715354,58.53066789,7.13
425.98,3.932923622,59.79538243,7.53
418.87,4.751130123,54.76990705,7.33
520.14,5.962280803,51.55899396,8.44
553.76,6.860887867,49.57711992,9.02
503.8,7.294360864,44.30257829,9.06
629.21,8.068518844,37.93173834,13.7
568.05,9.252856166,35.97122504,16.53
633.32,10.56171993,37.81963094,16.6
676.4,10.65744131,33.6366324,17.18
674.49,12.48837694,34.89364154,18.29
764.13,11.14119332,32.90238077,19.7
667.95,12.35237529,30.05243781,21.23
832.67,12.26997359,32.64063369,21.49
856.63,13.7911249,30.10537161,19.11
815.53,13.76580587,29.62459044,21.7
713.59,13.3693443,28.13336775,23.24
903.57,13.76462633,33.08634537,21.4
799.28,14.37097165,29.9754244,19.57
854.91,14.20124708,27.74958021,19.88
741.31,14.31590522,28.02315035,21.75
775.01,13.6804094,27.25031883,19.15
765.68,14.95607898,29.78111567,18.65
651.17,13.2913269,29.16311823,19.77
576.64,12.5243205,27.44436777,16.7
481.5,13.09001802,29.83202283,15.54
380.88,12.66896741,31.94924488,15.33
350.08,13.84625335,42.0218304,12.44
286.09,14.32169242,39.88550794,13.7
256.61,12.92659086,41.1440839,11.9
187.46,13.04789828,44.30689237,11.2
175.37,11.87009195,54.39763847,8.53
117.79,12.73567581,52.35260039,5.94
111.16,12.39807279,58.14632303,5.57
65.04,12.88780896,54.41657208,2.71
53.62,10.84312089,50.05894598,1.33
34.71,12.03759543,54.50956641,0.61
17.65,10.81056466,56.8376208,0.0
0.0,10.39468256,48.20602408,0.0
0.0,11.50371551,52.41568406,0.0
0.0,10.2340112,47.00927511,0.0
0.0,11.51122423,49.44786731,0.0
28.81,3.681932952,88.65397897,0.3
52.23,4.40210278,81.17464741,0.74
105.23,4.477948778,71.65350926,1.56
135.84,5.108162613,77.30917624,2.66
225.61,5.713613566,82.65596208,3.81
253.05,6.613274646,71.78674131,5.87
372.98,6.057917536,71.44281202,6.69
466.75,7.935194344,61.72689117,7.51
450.78,8.868934657,62.16953306,7.94
613.49,8.802203884,59.10056838,8.99
624.75,10.92969758,58.35248274,8.51
676.68,11.94116542,59.46394502,13.73
727.55,13.04928704,54.84290547,16.17
717.15,14.28879312,45.93584809,14.9
677.08,12.45669461,42.98604187,15.64
779.63,14.69998605,47.66510474,19.82
751.93,15.26317552,44.81078502,21.71
872.41,16.24425186,46.14288724,22.86
760.71,14.54758602,41.3249271,19.26
958.71,15.95285786,44.28328086,21.8
777.78,14.25061283,38.04371001,23.13
872.06,16.90977809,39.595639,21.73
891.65,18.7179691,42.00822446,22.68
1001.14,16.70841045,36.70509227,21.29
984.76,17.84663767,38.96081363,21.07
918.65,19.36038841,43.5230168,23.01
986.29,15.31692656,39.46395025,19.2
834.27,16.05892049,43.40436474,21.51
871.58,15.58870654,37.40197729,16.61
849.2,18.47043587,37.28872086,14.97
747.74,17.84919158,40.77321306,14.4
752.34,17.51924211,41.87221845,10.87
562.48,16.31837254,42.35675518,10.81
580.58,16.15347044,45.44494272,9.45
482.03,15.08235152,48.69344211,6.93
465.12,16.12224018,55.86380244,4.75
452.51,15.91320124,58.80664723,4.33
375.84,17.79764661,57.38094409,4.93
313.6,17.82942356,64.51253637,4.03
226.24,17.70296389,63.77118825,2.62
175.73,14.66562865,66.66325581,1.41
127.44,15.96500038,69.56777066,0.62
72.29,16.25042943,67.98401265,0.32
45.0,15.68483564,62.41073233,0.0
0.0,13.42946266,72.71460187,0.0
0.0,12.0451839,62.39274542,0.0
0.0,13.14533422,67.34946211,0.0
0.0,12.50111676,66.63068045,0.0
25.79,4.306176901,65.5866879,0.34
54.74,4.609556803,70.44777049,0.81
97.95,4.91248905,69.07838951,1.97
141.96,5.462031414,75.62897308,3.04
174.34,5.451216567,74.75668993,5.16
279.58,7.226344464,66.70830404,5.86
285.64,7.857516892,71.68250249,6.95
367.56,8.441213133,68.50346938,7.16
401.39,9.021918032,67.07040898,8.74
503.13,9.956586706,65.14105295,10.47
534.73,11.32492442,61.75347902,11.51
522.09,10.6806765,55.17873124,14.26
646.01,11.88203198,60.78149176,16.36
679.79,13.52646147,50.43377604,16.4
618.85,15.06841084,56.88005679,20.57
744.97,12.99494299,45.35881164,18.59
636.07,14.19552202,47.47591313,19.32
758.14,15.32625697,52.9886169,22.47
713.91,14.57962159,52.01774368,23.76
707.79,14.80236538,47.42071488,19.02
742.45,17.26346034,48.0433922,19.81
881.79,18.2318566,40.03760934,22.1
904.94,16.54019898,43.59422138,19.19
851.04,15.90323187,40.88927561,22.98
782.0,18.32900877,39.93538621,19.93
798.94,18.68055434,43.93967221,18.53
727.96,19.14212025,46.39971806,20.2
803.68,16.1805339,37.79327084,20.82
831.78,16.90955809,40.08440218,21.96
758.08,16.18296438,45.13111418,17.66
685.55,16.92963403,40.68729916,16.98
521.38,17.02244686,47.1913533,19.7
539.13,18.41285048,42.1139321,14.84
440.13,15.86053769,46.60890836,15.3
344.87,15.28606446,48.95178387,11.27
366.9,15.83642062,48.64546336,10.27
279.06,15.50163547,48.84066576,9.33
255.2,17.86435685,59.14193495,9.85
203.66,17.3238176,51.51365749,8.84
155.45,14.73763132,61.97210964,5.64
125.58,17.33242117,62.23700164,3.21
76.65,14.66153769,57.28529027,1.07
60.08,17.03387385,64.6727379,0.6
35.57,15.47087846,53.72156299,0.0
0.0,15.41819371,54.02574705,0.0
0.0,15.23979708,62.79964293,0.0
0.0,12.81135308,55.68817476,0.0
0.0,14.66333313,55.20681647,0.0
0.0,12.5468867,65.34372758,0.47
23.16,13.67203062,68.08166179,0.75
46.65,12.87470316,68.15412773,1.38
70.38,13.52409106,67.31730334,2.36
109.33,13.32607875,73.16703684,3.72
173.95,13.10937535,63.68197629,5.14
210.6,14.79192242,66.43520468,5.99
269.55,15.63524322,61.91159414,7.02
351.62,14.770639,66.98582478,7.81
382.42,18.38470411,56.67417265,11.61
395.75,17.18127232,60.9185495,10.88
439.15,19.105805,58.88244715,10.46
491.03,16.98816904,48.56966475,13.57
419.44,21.51298152,51.0891372,16.18
551.48,22.09017302,51.53327187,15.17
557.64,20.81527869,43.06456046,18.13
548.53,22.81762659,44.0217451,20.11
526.89,23.51255502,49.3876031,17.53
607.11,19.80563216,44.28246185,18.12
602.46,23.91139443,44.57823754,22.78
633.97,20.82271402,49.39289203,21.49
633.4,22.20882028,43.47951196,22.56
653.98,20.57161769,47.49483673,20.35
575.33,21.04203032,43.6423315,19.68
702.25,21.53714055,46.09317635,20.58
698.48,22.1685223,44.64951641,18.17
675.01,24.13880347,41.15565195,20.68
633.9,24.16794711,40.46733564,19.59
546.93,21.48181852,47.53439898,17.13
574.45,26.05910071,47.74419297,14.87
471.29,25.77703952,42.04500907,14.77
377.93,25.67736121,46.52395476,15.96
320.24,20.98782805,42.81553692,13.76
341.4,20.76330392,49.29722606,10.08
270.12,21.68441683,52.73193205,10.04
247.02,21.84516853,52.18209964,9.12
193.66,21.98630357,57.00403852,7.35
158.83,22.89561131,48.95959648,6.49
127.51,20.14739955,58.59070648,4.67
101.83,21.33563559,59.58739631,4.23
80.96,20.14223327,55.29632912,2.28
63.68,18.77289574,51.57356475,0.9
37.24,21.22049758,63.48750191,0.42
24.35,21.56894612,59.12941224,0.0
0.0,17.28967743,61.51029608,0.0
0.0,18.49172948,55.98096512,0.0
0.0,20.02239124,58.69496105,0.0
0.0,19.89975786,62.18123974,0.0
25.31,7.494190786,63.54066764,0.19
46.86,9.038781976,56.25344473,0.36
74.91,8.657166321,58.48928534,0.8
130.75,9.371917904,55.58183758,1.43
192.9,7.996420566,63.67243629,2.63
246.6,8.434265955,58.7619282,2.98
295.74,9.374379415,57.39907875,4.29
338.73,10.99451648,52.79621292,4.45
458.78,10.60331947,45.44652503,4.72
469.42,11.21123579,41.66293658,6.06
514.78,12.6862993,42.91662387,6.3
531.79,15.4889121,41.33424988,6.09
541.23,15.25099493,36.10857935,7.86
580.54,17.74211665,40.9469322,8.11
678.23,18.98933165,37.84826539,9.64
602.24,19.00023877,33.96944029,9.99
655.77,17.48454323,33.83534058,9.93
691.93,19.66637621,36.42550667,11.21
731.3,19.97085323,31.3678443,13.07
866.33,17.80503781,35.05068343,14.12
779.3,21.29433439,31.51899436,14.78
847.33,18.54176792,33.99980874,12.53
898.78,19.88839198,37.71553153,13.1
839.83,23.43391503,32.59586604,14.86
748.6,21.29095203,37.42438964,13.72
778.94,23.50860512,34.98050781,15.37
769.15,22.15856086,37.19320961,15.4
868.88,22.22764882,33.76737531,13.0
863.17,21.25190615,32.7151253,13.73
710.72,24.82353657,34.78307434,12.42
701.12,24.05207523,40.1160616,9.95
661.88,22.49646634,35.06330608,8.33
585.26,20.79650812,41.58450749,6.77
465.97,19.41315052,42.23805359,5.08
427.09,19.93894365,41.02048123,5.16
377.73,20.66480278,45.48623918,4.86
400.25,23.58417994,45.1368623,3.7
325.89,21.94371937,47.29640289,3.15
280.88,20.37043235,48.07880288,3.0
211.48,19.13774136,47.45883982,2.12
142.35,18.26329073,50.39255018,1.29
112.02,18.58888238,51.26607274,0.5
63.85,19.57262575,50.82682548,0.24
41.96,19.18730608,46.70496718,0.0
0.0,19.6474671,53.95655906,0.0
0.0,16.88051713,48.85241615,0.0
0.0,17.03627055,52.43542829,0.0
0.0,16.58550891,50.1823957,0.0
21.61,7.472326296,80.35342539,0.44
47.86,9.362919506,79.97266285,0.96
83.9,9.388462095,82.80699954,1.87
132.82,8.907573632,91.12015992,2.49
155.03,9.681202956,78.18989252,4.15
209.92,10.5420117,77.44125796,6.17
267.37,10.68321565,82.46690036,5.85
370.69,13.06224744,76.73480555,6.73
370.93,12.70364952,71.97731172,9.5
483.49,15.19372171,72.33284048,9.61
504.62,14.80473767,74.34028736,12.19
504.2,17.2490898,72.95005068,12.53
574.6,17.02734688,70.15044294,12.91
580.14,19.88696621,59.42182166,14.81
653.22,19.57529839,65.02290452,18.6
630.2,22.34941748,56.76913005,16.87
686.87,21.92970996,58.3033692,17.56
670.0,20.71568437,53.92764887,19.25
679.88,21.75108287,57.74025467,22.33
678.11,23.54141335,53.32628148,18.84
768.72,22.1404182,53.47542077,20.41
783.9,19.8796532,47.75912392,23.78
698.93,20.93802116,48.01862897,23.29
779.82,22.31465748,53.60011635,23.04
807.77,22.6210457,54.81934174,19.07
880.4,20.52361647,49.92982984,22.99
790.15,25.05162611,49.16409378,22.1
828.33,25.77041661,46.7609655,20.89
780.61,21.78883305,45.94020132,18.17
732.91,23.76575857,55.49863045,15.87
652.02,20.96784716,47.70495544,16.79
532.02,21.75276107,50.84098838,18.22
606.75,21.01824944,49.30466807,13.76
529.25,22.4275827,59.15812417,13.17
497.66,22.10808408,56.31223827,12.83
381.48,20.57817533,59.63614154,11.75
339.25,24.74457132,59.52123894,10.13
325.34,21.47867216,55.14891275,6.99
258.42,21.8499828,62.67071567,7.37
214.98,21.53506285,59.8909743,4.6
142.14,22.39766085,71.38844482,2.64
96.55,18.6228823,61.08495825,1.07
58.49,20.26819923,71.21513615,0.44
33.43,17.99280772,77.93243669,0.0
0.0,21.5212842,69.44405921,0.0
0.0,16.79057531,70.92649995,0.0
0.0,19.01363372,83.35153941,0.0
0.0,16.92998385,78.80336252,0.0
23.65,12.14417933,89.63887967,0.45
38.48,14.91292761,82.31644272,0.96
67.13,16.28645674,81.60256286,1.83
122.69,14.92206841,89.79749763,3.05
174.08,14.44236761,77.43966101,4.14
239.57,15.86972834,81.02149821,5.84
310.37,18.16510736,77.95204135,5.88
335.62,16.50937602,80.23516713,8.36
469.05,16.68629484,85.57167837,9.23
467.49,21.34702462,70.71047267,10.01
457.48,18.17086876,70.49122049,10.09
516.49,21.71748839,70.8195622,12.63
593.35,19.49155997,64.1762772,15.37
616.85,24.53345108,71.65896593,13.12
642.09,22.08567661,61.1807162,15.27
564.73,24.49717867,56.86050579,17.64
595.74,22.3436883,61.33057873,17.01
658.26,26.81984637,59.29485485,19.31
597.0,24.01154981,56.31625775,19.21
627.85,26.58629668,52.80785888,19.03
626.01,26.20856033,56.19615775,19.44
618.42,26.05559684,52.19123962,21.17
617.39,27.00367601,53.94416674,20.21
647.82,28.42383832,47.594184,18.31
723.05,28.56755597,51.84502753,22.59
750.17,27.38460721,53.97923182,17.37
619.49,26.83323909,52.87671536,17.55
642.2,26.55603729,53.21833568,18.3
689.06,24.94028848,54.44197241,19.12
632.44,28.05709965,53.26905384,16.19
539.88,26.08572688,46.64360034,16.62
517.64,26.39561934,54.26587498,14.58
489.55,27.35307257,48.87499553,13.44
389.37,22.85121267,59.54766501,13.06
394.81,27.92853171,63.14997244,13.63
350.99,23.50534177,62.081064,10.47
316.03,24.20122696,55.16681659,9.28
258.58,26.3228478,66.99104048,7.99
226.12,22.98015278,68.54181495,7.75
180.31,26.78221981,71.14295741,4.92
137.46,27.64014634,66.68008379,2.95
97.3,26.69214042,65.29494258,1.02
64.04,21.91451183,74.60273539,0.57
33.56,26.31291273,62.86223893,0.0
23.54,24.99356463,66.74299735,0.0
0.0,23.65490114,69.30953855,0.0
0.0,20.04201109,66.71414412,0.0
0.0,22.40788378,66.49562174,0.0
23.61,14.57040877,88.97070796,0.37
43.9,14.46804031,90.90816718,0.73
66.22,16.74053021,95.05720189,1.41
107.96,15.96444705,94.81284629,2.96
144.14,16.49048037,93.52082777,3.87
177.59,14.73868231,89.63010925,4.71
233.93,15.87094818,83.47697815,6.73
316.5,19.42321294,85.68456258,6.84
310.1,20.4412702,70.51467711,7.34
352.88,21.84101243,82.34666377,9.66
425.67,22.88807788,77.4818386,11.49
375.72,21.46881293,66.27556789,12.66
435.33,21.1778156,71.7764075,12.07
389.17,21.08763243,69.42448504,11.73
403.53,24.81308144,62.25682043,12.55
436.19,27.59465906,66.47677442,12.5
527.85,26.95019675,62.876208,14.46
544.13,25.5259267,60.64185489,13.17
537.16,26.45301406,57.17380299,14.75
544.32,23.19546308,52.0773508,16.82
567.39,27.54310967,56.46490768,17.08
569.26,23.78419537,53.19723843,13.83
608.45,25.5796165,61.23621126,17.26
558.82,26.71247511,59.61815031,15.09
574.11,28.39746728,49.26835691,16.91
597.36,25.84315011,50.8018979,13.24
549.08,23.77075177,48.83727687,13.82
552.45,26.96160549,49.84843257,14.52
478.31,28.52812347,54.81054057,13.84
467.6,25.31632709,48.75448421,12.13
402.41,26.26847576,50.82788644,12.96
454.39,29.54503296,49.92677622,10.42
395.37,29.22744763,51.43956599,10.6
326.91,28.62805746,63.72680729,8.64
321.17,28.45259653,54.03797881,7.76
258.26,22.26868155,67.08425298,7.44
244.68,23.37871628,68.95747617,5.81
184.36,26.63422804,59.87969116,5.34
174.18,23.81768248,62.31859917,4.02
128.78,26.67889567,76.01764015,3.5
109.05,21.54962962,78.55299061,1.63
68.27,23.8422181,67.02369048,0.7
42.89,22.36864684,80.08839802,0.37
24.07,22.49364699,80.28893997,0.0
11.53,21.88042394,73.28817349,0.0
0.0,21.3003034,77.37304428,0.0
0.0,19.11918518,90.86217548,0.0
0.0,19.44727782,89.69608771,0.0
15.42,10.2564123,100.0,0.48
31.68,12.42400095,100.0,1.12
49.29,12.80903775,86.18627041,1.77
87.9,12.09138261,91.79413307,2.86
121.19,11.62355996,86.56796801,4.23
144.59,11.96279341,97.95517439,5.97
204.52,12.76863854,82.26737902,6.94
218.49,13.61370253,84.26357714,8.11
295.6,12.67273812,91.13388016,9.69
312.3,13.65110052,88.90527393,12.28
294.01,16.45867935,82.35502659,12.05
300.64,16.29496078,67.63751143,14.67
305.56,14.85668577,76.05381354,14.73
327.88,14.95724878,67.55175471,13.98
336.83,17.91382917,68.01687509,14.75
314.84,16.46816926,64.47138438,16.9
371.86,17.62086257,67.24520052,18.22
367.87,19.30449152,71.1623645,16.79
317.09,18.89050222,63.04920227,17.04
404.57,16.51723512,70.02154481,19.17
352.69,20.40725501,57.12649556,19.76
341.63,17.66419567,57.97951569,16.81
393.62,17.60764625,59.62013652,18.63
345.22,18.68198734,56.39650503,17.36
399.83,20.02815048,62.04603438,18.59
413.05,17.64636001,56.51425339,17.36
337.71,17.94665927,59.3616317,20.08
314.8,21.47260031,63.34483992,15.14
369.22,19.66476787,64.87698485,15.97
288.22,18.28758195,60.04971739,16.0
283.92,20.33970138,60.28117265,17.1
282.99,17.67169054,62.3325249,14.98
261.8,21.23888775,66.81146794,12.92
231.45,18.28573281,58.86708239,12.61
224.38,19.63934177,68.37318875,11.96
199.01,18.64110479,70.83489631,8.23
176.09,19.82287821,71.63596731,8.06
146.15,20.46595358,72.10980774,5.68
106.42,17.61385543,67.7393176,5.05
90.5,17.00572584,77.57169796,3.62
63.25,18.16425131,73.80587969,1.64
48.93,18.84215635,69.85269401,0.78
28.48,19.32416079,71.24718807,0.39
16.79,18.70936962,69.10503564,0.0
10.34,14.97726194,82.50736053,0.0
0.0,16.27075443,71.1556068,0.0
0.0,16.61671117,70.39289152,0.0
0.0,16.66468587,76.15236103,0.0
32.31,11.69199431,76.82348128,0.15
54.0,11.75667839,71.18573254,0.36
82.05,11.59748628,71.24624902,0.77
125.38,12.61214762,68.9167394,1.67
173.85,14.03650354,74.83033431,2.85
239.81,14.33549047,65.16046048,2.63
334.77,16.17418822,64.39303762,3.02
406.98,15.99152972,74.17944216,3.36
407.63,16.8771603,61.34432452,4.61
463.08,18.56652453,58.285585,4.89
481.08,18.92808122,62.48727099,4.89
476.09,18.05389295,67.00923172,5.33
517.36,20.63920059,59.41149366,5.1
535.78,21.17780994,53.68947432,5.33
610.23,19.20332324,51.97905112,6.37
558.28,24.09016404,58.2376209,6.59
658.65,22.22158899,55.24306442,5.92
613.47,24.92889485,58.21719666,6.61
652.64,20.50605412,52.63540148,7.46
739.88,23.45805876,45.2430325,6.37
709.2,25.56938,54.51123696,7.46
699.62,23.62896516,49.12492167,6.91
761.42,23.86994534,47.9896136,7.59
724.76,26.20948024,45.49611954,7.64
769.62,26.09120164,46.83466596,6.88
842.7,28.21152313,49.11952755,6.66
731.86,26.94790364,48.37032783,6.97
705.43,29.02399892,49.59618684,6.92
646.25,27.63057554,49.26329226,6.38
678.13,27.78108452,41.51502848,5.52
631.67,27.02487408,40.90195175,5.13
477.21,25.70195841,47.16913526,4.45
453.87,27.3577692,45.59910195,4.25
425.89,23.75429563,50.59684802,4.76
398.98,23.79152929,47.38724556,3.78
350.62,23.95874061,44.29564769,4.34
266.22,27.89955523,48.5689624,2.8
271.53,27.19820635,45.98762178,2.56
208.51,26.57088808,47.58745202,2.31
180.69,24.53737103,48.09928553,1.88
136.15,21.88504517,51.42315878,0.86
95.62,22.76086833,49.60845188,0.32
52.93,22.28689529,61.57709471,0.16
36.75,25.23584172,54.21033654,0.0
24.83,25.35962763,59.67642108,0.0
0.0,19.93050398,61.67551806,0.0
0.0,21.17554537,61.86267604,0.0
0.0,19.98535892,70.31960461,0.0
21.64,12.79521299,68.43936161,0.28
40.36,13.60492975,65.4114263,0.58
